Gender,Loan_Requirement (in 1000$),Loan_Tenure,Home_Ownership,Income (in 1000$),Employment_Tenure,Credit_score,Age,Credit_Utlization,Active_Credit_balance (in 1000$),Open_CreditAcc,Income_to_debt_ratio,Pre-Approved,LoanStatus
Male,52,21,0,4000,0,290,68,58,44,6,25,0,False
Female,56,21,0,3000,1,450,61,49,42,5,25,0,False
Female,63,24,0,4000,0,255,74,31,23,7,45,0,False
Male,57,12,0,25,31,715,37,23,14,2,87,1,True
Male,44,10,1,8,33,890,33,8,10,3,62,1,True
Female,48,21,0,24,0,475,73,61,49,6,27,0,False
Male,15,9,1,55,12,995,27,15,8,1,96,1,True
Male,65,21,0,3000,1,405,74,35,34,5,19,0,False
Female,74,20,1,2000,0,185,66,31,39,6,21,0,False
Male,22,8,0,18,33,915,21,18,19,3,63,1,True
Male,15,10,1,9,33,845,50,17,8,3,87,1,True
Female,54,16,0,4000,1,150,60,59,23,6,46,0,False
Male,61,16,1,70,13,950,62,52,17,3,78,1,True
Male,58,9,0,40,27,830,31,28,15,0,60,1,True
Male,94,20,0,4000,1,365,66,44,41,6,11,0,False
Male,46,5,1,38,37,720,23,19,13,1,80,1,True
Male,53,21,0,10000,0,440,61,35,41,5,15,0,False
Male,25,13,0,22,31,715,23,7,7,1,54,1,True
Male,74,23,1,11000,0,160,69,47,47,6,15,0,False
Female,45,16,0,8,1,470,73,53,33,6,13,0,False
Female,43,6,0,5,9,950,25,17,16,1,52,1,True
Male,12,10,1,17,31,650,34,28,11,2,50,1,True
Female,54,22,0,2000,1,310,64,45,46,6,47,0,False
Male,29,7,1,5,14,900,22,18,12,0,62,1,True
Male,57,15,0,3000,0,320,64,37,23,6,28,0,False
Male,14,8,1,72,24,935,30,10,7,0,85,1,True
Male,20,10,0,21,30,865,24,11,8,2,89,1,True
Male,57,13,1,12,17,765,35,6,10,0,60,1,True
Male,24,8,1,94,16,810,27,26,6,0,87,1,True
Male,50,6,1,15,26,765,28,8,10,1,70,1,True
Male,56,9,0,21,9,925,22,10,6,1,68,1,True
Female,50,18,0,4,2,300,72,65,47,5,25,0,False
Female,88,24,0,16000,0,230,67,31,37,7,11,0,False
Male,34,9,1,45,33,880,41,28,15,0,61,1,True
Male,52,13,1,11,25,815,31,7,17,2,52,1,True
Female,62,24,0,4000,1,525,67,31,22,5,26,0,False
Male,20,6,1,90,30,805,28,28,5,1,91,1,True
Male,15,6,0,24,15,880,31,13,6,2,79,1,True
Male,29,23,1,23,5,304,74,81,39,7,18,0,True
Female,65,16,0,18000,0,110,60,54,25,6,33,0,False
Male,31,12,1,36,6,970,23,10,12,3,56,1,True
Female,66,18,0,4000,0,200,41,8,37,7,37,0,False
Male,27,10,1,78,33,685,69,30,14,1,86,1,True
Male,82,19,0,66,12,712,71,48,9,0,80,0,True
Male,66,24,0,4000,1,175,62,44,31,7,24,0,False
Male,35,11,1,12,10,825,43,19,17,1,78,1,True
Male,17,7,1,87,36,845,43,10,7,0,93,1,True
Male,15,5,1,92,38,905,43,24,8,1,80,1,True
Female,42,6,1,22,36,840,43,7,13,0,59,1,True
Male,13,9,1,71,29,910,20,11,7,1,88,1,True
Male,47,11,1,3000,1,525,23,19,36,7,38,0,False
Female,96,22,0,2000,0,310,72,34,37,6,27,0,False
Male,16,13,0,9,28,810,37,25,14,0,51,1,True
Male,11,13,0,7,13,720,28,23,9,3,78,1,True
Male,50,14,1,48,19,735,21,24,18,2,50,1,True
Female,26,13,0,22,15,915,40,5,17,1,76,1,True
Male,15,7,1,55,22,980,26,1,9,1,95,1,True
Male,10,7,1,71,17,915,27,7,6,0,92,1,True
Male,50,13,0,17,20,960,31,11,11,1,77,1,True
Male,7,8,1,8,18,930,47,28,18,3,62,1,True
Female,59,13,1,16,9,950,51,21,18,3,70,1,True
Male,88,20,0,2000,1,110,70,52,30,5,26,0,False
Female,19,8,1,48,15,830,23,22,11,2,62,1,True
Female,52,23,0,2,0,425,65,52,48,5,19,0,False
Female,34,6,0,19,20,885,23,24,13,3,60,0,True
Male,21,8,1,22,27,700,20,6,12,2,51,1,True
Female,48,6,1,80,20,755,68,57,19,3,65,1,True
Female,87,22,1,3000,1,140,63,40,46,7,44,0,False
Female,95,21,0,2000,1,385,74,39,43,6,48,0,False
Female,44,24,0,4,1,420,70,81,33,7,13,0,False
Male,47,12,1,14,16,720,38,24,12,0,86,1,True
Female,17,14,0,98,11,825,70,54,9,2,75,1,True
Male,22,7,0,22,34,815,51,14,17,0,73,1,True
Male,12,5,1,50,28,900,21,2,7,1,97,1,True
Female,55,21,1,4000,0,320,38,13,38,5,40,0,False
Female,58,7,1,33,19,725,36,15,8,1,73,1,True
Male,55,9,0,73,12,805,72,34,18,0,70,1,True
Male,17,5,1,86,25,875,31,2,5,0,97,1,True
Female,89,23,0,4000,0,210,69,48,48,5,44,0,False
Male,72,19,0,3000,0,250,60,37,44,6,40,0,False
Male,12,9,1,90,37,865,40,29,6,1,81,1,True
Female,88,21,0,3000,1,405,66,42,27,5,30,0,False
Female,67,16,1,2000,1,110,74,33,29,5,42,0,False
Male,13,6,0,26,29,875,31,28,13,2,73,1,True
Female,81,24,1,24000,0,150,69,39,33,5,24,0,False
Male,22,9,1,90,31,810,27,16,8,1,96,1,True
Male,43,9,1,18,21,800,23,5,13,1,87,1,True
Female,58,16,0,3000,0,345,70,53,32,7,49,0,False
Female,47,16,0,18,0,415,70,82,44,5,13,0,False
Female,39,21,0,8,1,355,74,55,38,6,13,0,False
Female,42,19,0,13,0,385,68,65,30,6,26,0,False
Male,24,5,1,54,24,915,30,17,6,0,92,1,True
Female,85,18,0,21000,1,270,73,59,48,5,39,0,False
Female,75,22,0,2000,1,335,63,57,24,7,39,0,False
Male,26,11,0,30,27,970,24,23,12,0,82,1,True
Female,59,22,0,3000,1,130,71,39,39,6,42,0,False
Female,94,18,1,3000,1,415,64,52,43,5,27,0,False
Male,49,11,0,28,26,760,43,10,10,3,75,1,True
Male,59,7,1,31,20,780,44,13,19,2,88,1,True
Female,52,15,0,3000,0,340,64,43,42,6,32,0,False
Female,90,16,1,3000,1,140,61,37,42,6,10,0,False
Female,46,18,0,12,0,460,65,65,28,6,25,0,False
Male,79,19,0,99,34,735,63,32,13,2,51,1,True
Female,77,15,1,10000,0,350,66,48,46,7,45,0,False
Female,17,11,0,33,26,760,30,29,7,1,60,1,True
Female,43,24,0,9,4,475,69,62,52,6,27,0,False
Female,7,5,1,4000,0,525,50,21,29,7,30,0,False
Female,23,6,1,47,6,980,46,10,13,0,60,1,True
Female,38,16,0,24,1,465,72,65,51,5,15,0,False
Female,92,16,0,1995,0,300,69,45,26,7,26,1,True
Male,11,6,1,63,17,910,45,4,9,1,88,1,True
Female,51,16,0,6,2,400,72,75,48,5,10,0,False
Male,50,11,0,20,29,790,27,29,18,1,77,1,True
Male,13,9,1,97,39,995,42,13,8,1,94,1,True
Female,66,23,1,4000,1,415,29,20,24,7,13,0,False
Male,9,10,0,16,24,710,25,23,8,1,56,1,True
Female,38,20,0,4,3,355,73,59,54,6,14,0,False
Male,54,20,1,64,25,785,71,44,12,3,79,1,True
Female,90,22,1,4000,1,340,69,59,29,5,45,0,False
Female,26,14,0,22,27,840,23,12,17,1,64,1,True
Female,50,21,1,24000,1,510,73,51,43,5,36,0,False
Male,29,6,0,10,32,820,44,18,8,0,67,1,True
Female,68,16,1,4000,1,430,66,58,28,6,34,0,False
Male,13,7,1,90,26,865,39,25,7,1,92,1,True
Female,48,24,0,19,1,430,65,70,33,5,28,0,False
Male,39,10,1,19,5,755,52,17,10,0,69,1,True
Male,42,9,1,20,8,745,31,18,13,3,74,1,True
Male,57,5,0,9,28,790,28,16,11,1,84,1,True
Male,10,11,1,15,21,915,42,20,17,1,69,1,True
Female,78,22,0,4000,1,420,45,23,46,5,14,0,False
Female,68,21,0,3000,1,325,67,42,47,7,26,0,False
Female,96,17,1,20000,1,265,64,58,49,6,11,0,False
Female,28,13,0,4000,0,485,49,6,48,7,32,0,False
Male,22,7,1,72,24,860,40,0,5,0,81,1,True
Female,51,22,0,5,4,375,70,50,30,7,23,0,False
Female,58,24,0,3000,0,380,20,14,34,6,43,0,False
Female,80,17,0,4000,0,385,62,36,48,6,38,0,False
Male,54,20,0,67,18,705,67,49,14,2,56,1,True
Male,52,22,0,3000,0,190,72,30,36,7,25,0,False
Male,21,7,1,50,26,835,46,4,8,1,91,1,True
Male,16,6,1,94,35,815,48,9,9,1,86,1,True
Female,72,15,1,18000,1,160,74,42,35,5,29,0,False
Female,56,16,1,3000,1,530,72,55,43,5,46,0,False
Female,52,19,1,16000,0,475,71,41,22,7,42,0,False
Male,45,8,1,49,26,735,34,24,15,3,75,1,True
Male,25,8,1,72,6,875,62,31,16,1,75,1,True
Female,44,23,0,4,4,335,66,71,37,6,19,0,False
Female,55,11,1,17,20,735,51,5,17,3,79,1,True
Male,46,9,1,14,36,830,35,5,19,0,73,1,True
Female,91,15,1,2000,1,200,66,43,28,6,18,0,False
Female,52,23,0,16,3,485,68,75,33,6,16,0,False
Female,65,18,1,98,7,710,69,38,5,2,74,1,True
Female,78,24,0,3000,1,355,64,50,44,5,13,0,False
Male,57,14,1,15,29,790,38,29,8,2,86,1,True
Female,86,21,0,4000,1,340,42,14,27,7,37,0,False
Male,12,9,0,8,5,673,28,29,21,1,61,0,False
Female,56,22,1,3000,0,395,61,46,45,5,21,0,False
Female,52,14,0,32,6,935,32,18,13,2,78,1,True
Female,40,23,0,21,4,490,67,54,30,7,24,0,False
Female,41,15,0,24,2,300,66,54,33,5,22,0,False
Male,23,5,0,8,9,980,22,8,10,0,65,1,True
Male,24,12,0,17,34,995,48,22,9,0,60,1,True
Female,42,22,0,16,3,385,66,69,42,7,20,0,False
Male,42,14,0,8,34,950,38,26,8,0,81,1,True
Male,51,8,0,14,8,795,34,8,6,1,63,1,True
Female,38,21,0,6,0,405,69,51,45,5,29,0,False
Female,80,20,0,3000,1,165,68,33,45,5,27,0,False
Female,80,16,1,4000,0,170,64,43,27,6,25,0,False
Female,53,24,0,3000,0,355,60,42,44,5,35,0,False
Male,24,14,0,34,30,905,28,19,17,0,75,1,True
Male,60,24,1,98,10,925,67,35,10,0,89,1,True
Female,72,19,1,4000,0,530,63,57,28,7,46,0,False
Male,37,10,0,18,20,770,49,21,7,3,86,1,True
Female,36,13,0,18,30,715,31,11,12,0,64,1,True
Male,17,9,1,78,32,825,28,9,9,1,99,1,True
Male,32,10,1,22,27,675,45,27,7,2,62,1,True
Male,15,5,1,93,23,815,43,7,8,1,88,1,True
Female,53,22,1,2000,1,235,69,30,43,6,16,0,False
Male,49,8,0,17,17,920,50,24,16,1,60,1,True
Female,61,15,0,3000,0,120,66,30,22,6,15,0,False
Male,11,5,0,51,20,900,28,7,11,6,83,0,True
Female,61,23,0,7000,0,125,67,50,43,7,16,0,False
Male,23,5,1,65,14,865,22,24,9,0,81,1,True
Female,53,18,0,6,4,430,67,67,40,6,16,0,False
Female,74,19,1,4000,1,255,74,42,47,5,13,0,False
Male,33,5,1,8,34,830,47,20,15,1,78,1,True
Female,49,8,1,8,29,700,44,19,9,0,70,1,True
Female,38,16,0,20,4,450,65,63,44,7,12,0,False
Male,58,12,0,6,32,660,39,22,14,3,79,1,True
Male,23,10,0,21,31,785,37,18,7,2,75,1,True
Male,30,8,1,11,14,805,43,12,7,1,67,1,True
Male,17,5,1,59,19,970,43,11,6,0,98,1,True
Female,56,6,0,31,23,840,31,28,12,2,59,1,True
Male,21,8,1,80,16,845,44,0,8,0,94,1,True
Male,13,6,1,65,22,865,27,29,6,1,98,1,True
Male,17,7,1,55,16,885,24,3,8,0,99,1,True
Female,72,19,1,2000,1,215,68,48,33,5,33,0,False
Male,78,20,1,61,27,915,68,53,8,2,71,1,True
Male,13,8,1,19,15,795,34,11,8,0,76,1,True
Male,34,10,0,16,26,925,26,25,7,1,60,1,True
Female,52,15,0,19,0,480,68,76,27,6,10,0,False
Male,15,7,1,96,20,935,25,7,9,1,97,1,True
Female,61,23,1,11000,1,365,62,55,46,6,46,0,False
Female,52,16,0,4000,1,205,70,51,36,5,33,0,False
Male,82,15,1,3000,1,340,67,43,27,5,13,0,False
Female,60,17,0,75,21,820,70,59,16,3,84,1,True
Female,10,5,1,7,20,795,46,25,18,2,54,1,True
Male,10,6,1,92,29,925,23,1,8,0,80,1,True
Female,64,21,1,3000,0,440,28,19,31,7,16,0,False
Male,17,6,1,58,39,805,35,1,5,0,96,1,True
Female,64,18,1,2000,0,285,72,55,26,7,43,0,False
Female,68,20,0,2000,1,460,62,38,21,6,30,0,False
Female,70,19,0,17000,1,220,65,57,20,7,24,0,False
Female,66,20,1,4000,0,265,63,58,45,7,46,0,False
Male,53,9,1,6,6,950,29,7,9,3,69,1,True
Male,38,9,0,30,26,680,25,21,7,2,61,1,True
Female,85,19,0,4000,0,350,66,42,25,7,44,0,False
Male,20,9,1,68,29,955,41,12,7,1,98,1,True
Male,58,6,1,46,17,825,45,19,9,0,83,1,True
Male,68,23,0,4000,0,110,37,26,28,7,25,0,False
Female,52,15,1,3000,1,200,70,55,40,6,30,0,False
Female,70,18,0,8000,1,145,66,37,44,5,20,0,False
Male,11,7,0,4000,0,430,30,29,39,6,17,0,False
Female,37,16,0,6,4,330,69,82,34,6,18,0,False
Male,35,13,1,21,26,890,21,15,17,3,81,1,True
Female,13,7,1,22,34,850,34,10,14,0,56,1,True
Male,25,8,0,22,12,990,45,27,17,0,73,1,True
Male,42,12,1,73,23,880,62,39,18,2,89,1,True
Male,34,7,0,21,35,745,26,11,18,0,65,1,True
Female,82,24,0,18000,0,175,69,37,40,6,48,0,False
Male,13,9,1,73,36,810,26,23,7,0,83,1,True
Female,53,15,0,15000,1,235,65,44,21,7,43,0,False
Female,75,17,1,2000,1,210,30,9,33,5,36,0,False
Female,54,19,0,4000,1,535,64,44,45,6,19,0,False
Female,42,21,0,24,4,325,70,78,29,7,20,0,False
Female,37,13,1,9,34,790,25,10,5,2,55,1,True
Female,81,18,0,7000,0,270,68,38,23,7,49,0,False
Male,27,8,0,38,29,925,42,6,7,1,87,1,True
Female,92,22,0,4000,1,505,72,53,46,6,40,0,False
Male,44,10,1,5,24,815,46,11,15,3,62,1,True
Male,36,14,1,16,7,655,21,28,19,2,86,1,True
Female,49,6,1,9,16,985,31,14,7,1,78,1,True
Male,92,12,0,24000,0,380,54,56,31,7,25,1,True
Male,11,9,1,65,35,990,21,27,7,1,89,1,True
Male,40,11,1,34,6,845,54,25,14,1,80,1,True
Male,24,7,1,72,28,900,29,5,6,1,93,1,True
Male,31,12,1,6,19,980,24,22,14,1,77,1,True
Male,62,15,0,14000,1,110,69,33,44,6,15,0,False
Female,46,16,0,22,1,445,66,66,54,6,24,0,False
Male,22,13,1,10,24,700,38,14,19,3,56,1,True
Female,87,21,1,3000,1,145,60,47,30,5,12,0,False
Male,41,9,1,5,17,775,54,27,8,1,59,1,True
Male,37,14,1,24,14,915,38,29,18,3,52,1,True
Male,7,9,1,19,34,830,20,22,8,0,72,1,True
Male,74,16,0,2000,0,335,65,58,21,7,29,0,False
Female,39,20,1,5,1,464,65,67,28,7,15,0,True
Male,53,18,0,4000,1,215,60,39,34,7,14,0,False
Female,88,21,0,2000,0,205,70,55,28,7,20,0,False
Male,54,12,1,22,14,765,28,7,6,0,59,1,True
Female,52,24,0,16,2,310,71,54,43,7,19,0,False
Female,77,22,0,68,10,880,60,56,15,1,87,1,True
Male,54,23,0,2000,0,170,53,12,25,7,46,0,False
Female,44,21,0,6,2,485,71,57,26,7,17,0,False
Male,16,6,0,12,13,815,45,20,14,0,83,1,True
Female,50,15,0,11,1,425,65,83,49,5,13,0,False
Female,48,17,0,17,1,455,70,56,33,5,23,0,False
Male,62,20,0,3000,1,365,64,40,29,5,46,0,False
Female,71,18,1,2000,1,425,46,17,38,5,17,0,False
Male,16,6,1,69,17,860,47,13,5,1,96,1,True
Male,92,18,0,3000,1,295,61,58,32,5,37,0,False
Female,59,5,0,2000,1,520,36,29,46,6,39,0,False
Male,58,8,0,11,31,885,43,21,14,1,64,1,True
Male,92,24,0,3000,1,515,74,51,27,5,42,0,False
Female,89,23,0,16000,0,350,60,45,21,6,12,0,False
Male,13,5,1,58,36,950,20,21,8,1,84,1,True
Female,82,17,1,3000,0,525,30,21,40,6,17,0,False
Male,43,5,0,5,28,830,23,29,9,2,82,1,True
Male,15,5,1,55,15,970,44,24,6,0,92,1,True
Male,24,13,0,22,28,805,24,11,11,0,55,1,True
Female,21,7,1,4000,1,400,43,8,40,5,26,0,False
Female,19,9,1,7,5,775,38,23,13,0,65,1,True
Female,80,17,0,2000,0,360,68,57,44,7,21,0,False
Male,67,11,0,2995,0,366,55,54,25,3,53,1,False
Male,11,8,1,69,31,890,26,10,8,0,93,1,True
Male,19,9,1,20,33,650,44,14,18,1,70,1,True
Female,54,11,1,3000,1,450,42,29,42,5,37,0,False
Male,22,5,0,45,16,960,45,29,11,3,85,1,True
Female,18,5,0,4005,9,449,37,13,14,7,31,1,True
Female,52,12,1,15,7,865,26,10,19,3,86,1,True
Male,12,5,1,19,33,740,40,5,10,2,79,1,True
Male,39,5,1,22,31,960,28,26,7,3,74,1,True
Male,13,6,1,99,39,855,31,23,9,0,95,1,True
Male,20,9,1,73,31,920,20,25,9,0,92,1,True
Female,57,22,0,15000,1,460,61,56,45,7,41,0,False
Male,14,9,1,61,19,915,38,14,9,1,93,1,True
Male,21,12,1,10,30,775,43,26,15,0,77,1,True
Female,47,20,0,16,2,435,71,70,46,5,25,0,False
Female,40,12,1,11,25,810,48,13,10,3,88,1,True
Male,16,5,1,77,25,975,48,6,8,1,84,1,True
Female,79,23,0,16000,0,170,73,47,25,5,11,0,False
Male,55,10,1,7,32,830,47,9,9,2,82,1,True
Female,37,16,0,19,3,385,68,50,41,7,27,0,False
Female,28,9,1,16,28,905,27,19,5,2,54,1,True
Female,72,22,0,2000,0,195,71,50,46,7,27,0,False
Female,52,18,0,2000,0,290,66,58,35,7,19,0,False
Male,59,22,1,9005,9,300,56,42,17,3,22,1,True
Female,39,11,0,3000,1,110,54,5,29,6,25,0,False
Male,39,6,1,17,20,915,21,20,9,0,66,1,True
Male,87,16,0,2000,0,175,63,37,37,6,14,0,False
Female,35,21,0,8,4,395,72,84,36,6,24,0,False
Male,79,19,1,98,26,695,60,43,18,3,79,1,True
Male,40,8,1,36,35,860,31,27,19,1,65,1,True
Female,44,11,1,13,5,930,28,8,14,0,73,1,True
Male,40,11,0,8,29,700,22,23,16,2,50,1,True
Female,98,23,1,4000,0,125,39,9,21,6,39,0,False
Male,21,7,1,77,25,965,23,4,9,0,94,1,True
Female,67,21,1,4000,1,305,64,52,41,5,27,0,False
Male,47,12,0,32,8,955,30,14,14,0,81,1,True
Female,32,10,1,16,28,970,54,13,18,0,67,1,True
Male,15,10,0,99,14,900,20,9,5,7,90,0,False
Female,80,20,0,2000,0,175,69,38,26,7,47,0,False
Female,48,21,0,12,3,355,70,73,35,7,14,0,False
Female,74,16,0,2000,0,350,74,47,36,5,41,0,False
Female,86,17,0,4000,0,400,66,58,23,5,36,0,False
Female,79,21,0,3000,1,180,61,45,38,5,32,0,False
Male,22,5,1,95,10,915,47,4,8,1,91,1,True
Male,52,7,0,30,32,760,40,22,17,2,70,1,True
Female,51,18,0,18,3,465,74,65,46,5,13,0,False
Male,22,6,1,68,39,855,27,9,7,1,97,1,True
Male,48,7,1,9,9,815,34,17,18,2,73,1,True
Male,76,17,1,98,10,760,64,58,12,1,72,1,True
Male,15,9,1,46,7,660,43,29,6,0,83,1,True
Female,99,22,0,24000,1,380,60,56,29,6,25,0,False
Female,66,22,0,2000,1,500,67,35,26,6,18,0,False
Male,44,11,0,20,15,935,22,28,8,0,88,1,True
Male,62,17,1,75,24,865,61,49,18,3,68,1,True
Female,52,12,1,32,26,685,53,13,17,1,56,1,True
Female,57,21,0,13000,0,150,60,53,30,6,18,0,False
Male,26,8,1,15,12,900,22,30,15,0,56,1,True
Male,24,7,1,95,29,940,47,13,9,1,80,1,True
Male,17,6,1,67,17,865,31,29,7,1,98,1,True
Female,46,21,0,3,3,315,66,80,39,6,11,0,False
Male,16,6,1,79,34,965,48,9,7,0,81,1,True
Female,11,11,1,22,11,885,42,17,8,3,67,1,True
Female,51,18,1,9000,1,420,61,51,43,7,21,0,False
Male,13,13,1,16,30,775,28,26,18,3,57,1,True
Female,36,24,0,19,3,395,68,64,47,5,26,0,False
Male,37,9,1,19,10,670,49,11,9,1,75,1,True
Male,51,8,1,8,26,995,23,25,17,3,72,1,True
Male,78,18,1,88,20,755,64,41,12,3,88,1,True
Female,70,23,0,7000,0,100,71,55,49,7,26,0,False
Female,42,7,0,3000,0,225,45,12,22,5,32,0,False
Female,56,24,0,3000,0,200,29,24,36,7,19,0,False
Male,36,9,1,5,30,995,23,11,9,0,63,1,True
Female,46,20,0,2,4,320,69,69,37,6,23,0,False
Female,56,19,1,2994,7,414,65,60,49,0,51,0,True
Male,66,16,0,2000,0,415,70,56,31,6,12,0,False
Male,26,8,1,37,17,675,38,16,13,1,78,1,True
Male,18,8,1,10,8,870,30,18,6,1,83,1,True
Female,36,12,1,12,37,980,46,14,14,2,85,1,True
Male,14,7,1,72,34,990,33,18,5,1,84,1,True
Female,58,20,0,4000,0,445,68,34,39,5,15,0,False
Female,42,23,0,17,4,460,65,65,48,7,15,0,False
Male,19,10,1,5,20,665,33,23,5,0,57,1,True
Male,16,7,1,76,28,830,32,6,9,0,89,1,True
Male,51,22,1,50,37,830,73,49,6,0,88,1,True
Female,54,23,0,14,1,495,71,80,47,5,21,0,False
Male,20,6,1,62,19,905,44,20,6,1,81,1,True
Male,48,6,1,22,23,660,45,25,8,1,68,1,True
Male,18,7,1,29,34,750,24,12,11,1,86,1,True
Female,74,23,0,7000,0,165,62,31,21,5,43,0,False
Male,65,19,0,3000,0,260,69,59,28,5,34,0,False
Female,70,20,0,2000,1,130,62,56,39,5,27,0,False
Male,53,19,0,3001,0,534,72,32,37,7,34,0,True
Male,54,20,1,65,7,985,71,51,19,2,75,1,True
Male,56,20,0,80,29,930,74,57,18,2,85,1,True
Female,64,15,1,2000,1,365,61,48,27,6,30,0,False
Female,44,21,0,24,2,430,68,80,41,6,23,0,False
Female,72,23,1,2000,0,150,68,41,20,6,16,0,False
Female,44,15,0,8,5,893,42,16,5,7,54,1,True
Female,37,20,0,10,1,360,70,57,42,7,10,0,False
Male,43,10,1,7,7,655,46,26,17,3,77,1,True
Female,13,6,0,15,21,820,20,20,10,3,80,1,True
Female,59,22,0,2000,1,255,69,47,37,5,20,0,False
Male,17,10,1,24,5,670,51,20,9,1,63,1,True
Male,24,6,1,54,36,960,36,9,6,1,83,1,True
Male,33,10,0,43,5,955,53,14,5,0,82,1,True
Male,57,6,1,25,33,680,47,7,13,2,51,1,True
Female,37,15,0,14,3,485,73,55,31,6,29,0,False
Male,67,24,1,2995,5,462,62,35,34,7,45,1,True
Female,64,20,1,3000,1,235,72,45,34,6,38,0,False
Female,39,15,0,14,1,345,74,52,43,7,13,0,False
Female,47,15,0,21,4,335,73,81,39,7,23,0,False
Male,15,6,0,9,27,915,25,29,15,1,78,1,True
Female,31,6,0,75,34,965,64,40,5,3,65,1,True
Male,37,12,0,87,8,830,64,32,18,2,58,1,True
Female,82,23,0,4000,1,280,40,17,37,5,22,0,False
Female,11,17,1,88,17,900,31,10,5,0,94,1,True
Male,10,8,1,50,11,940,29,20,6,1,92,1,True
Male,57,9,1,26,28,680,33,17,18,3,64,0,False
Male,23,8,1,74,14,960,38,24,8,0,96,1,True
Male,20,5,1,86,12,965,43,29,5,0,80,1,True
Male,34,14,1,12,31,805,22,13,5,2,57,1,True
Male,56,22,1,63,26,885,71,38,7,2,74,1,True
Male,14,7,1,73,19,830,26,6,5,1,89,1,True
Male,10,14,0,7,23,790,40,12,8,0,69,1,True
Male,21,5,1,67,32,900,36,25,7,0,98,1,True
Female,42,15,0,11,1,310,74,62,43,6,10,0,False
Male,12,8,1,91,39,830,25,1,5,1,91,1,True
Female,72,18,1,74,5,690,73,47,14,1,60,1,True
Male,22,7,1,96,33,930,47,20,7,0,86,1,True
Male,27,6,1,21,35,710,52,11,8,0,53,1,True
Male,43,8,0,25,25,900,20,33,5,2,56,1,True
Female,62,15,0,22000,0,260,60,55,27,6,11,0,False
Male,18,5,1,99,38,995,38,4,8,1,97,1,True
Male,13,9,1,73,22,825,43,28,7,1,98,1,True
Female,61,21,1,6000,0,220,60,30,38,6,45,0,False
Male,58,7,1,2000,1,350,52,6,24,6,30,0,False
Male,43,7,1,18,36,695,21,9,15,0,53,1,True
Female,37,18,0,11,1,490,67,60,43,5,22,0,False
Female,53,24,1,3000,0,165,60,51,46,7,26,0,False
Female,51,16,0,24,1,410,72,78,54,7,24,0,False
Female,96,18,1,4000,0,210,60,32,44,7,41,0,False
Male,51,17,1,78,6,725,63,42,13,0,80,1,True
Female,40,24,0,21,2,450,65,56,47,7,23,0,False
Male,47,13,1,14,23,715,36,17,5,3,61,1,True
Female,95,22,1,2000,0,480,64,41,24,6,38,0,False
Female,53,23,1,3000,1,290,25,11,44,6,22,0,False
Male,13,14,1,20,9,700,36,12,12,0,70,1,True
Female,54,5,0,22,21,740,34,19,15,1,69,1,True
Female,96,20,1,15000,1,285,66,52,32,6,21,0,False
Male,20,7,1,50,38,925,22,18,8,0,84,1,True
Male,28,11,1,24,35,860,29,11,19,1,50,1,True
Male,41,8,1,27,33,890,21,10,15,0,58,1,True
Female,40,22,0,2,0,335,74,72,38,7,25,0,False
Female,53,18,0,2000,0,270,30,6,28,7,36,0,False
Female,68,16,0,4000,1,300,61,42,33,6,15,0,False
Female,47,24,0,8,2,430,74,67,37,7,10,0,False
Male,13,5,1,70,39,975,40,16,8,1,88,1,True
Female,52,21,1,3000,1,320,69,50,39,7,35,0,False
Female,39,24,0,18,2,300,66,53,26,7,12,0,False
Male,85,21,1,3000,0,485,20,7,36,7,13,0,False
Female,60,22,0,4000,0,405,62,43,29,5,12,0,False
Female,73,20,1,60,30,785,74,53,11,0,74,1,True
Male,22,5,0,23,25,800,47,15,7,0,59,1,True
Male,95,20,1,3000,0,500,74,54,25,7,48,0,False
Male,14,12,0,16,5,890,30,24,10,1,83,1,True
Female,62,24,0,4000,1,420,72,36,41,7,46,0,False
Male,19,9,1,58,34,915,45,15,7,1,98,1,True
Female,15,9,0,4000,1,240,24,11,46,5,11,0,False
Male,54,5,0,41,33,830,32,10,18,2,87,1,True
Female,79,20,0,64,12,695,68,44,12,3,66,1,True
Female,32,24,0,16,7,387,56,62,31,7,29,1,False
Female,13,13,1,67,17,950,62,30,5,3,81,1,True
Female,32,5,0,2,39,765,53,15,5,1,74,1,False
Female,75,20,0,24000,0,420,69,52,43,6,42,0,False
Male,12,6,1,96,36,935,47,3,6,0,94,1,True
Female,94,23,0,4000,1,275,71,42,40,7,14,0,False
Male,15,5,1,77,26,945,36,17,7,0,85,1,True
Male,22,11,0,6,17,770,28,10,16,1,79,1,True
Male,52,18,1,62,19,960,67,38,17,3,89,1,True
Male,33,13,0,23,6,655,43,15,7,3,66,1,True
Female,56,22,1,23000,1,330,71,38,28,6,19,0,False
Female,54,23,0,23,1,415,72,61,44,7,15,0,False
Male,54,21,1,14,5,462,74,66,19,7,26,1,True
Female,51,19,0,2000,1,355,60,31,27,5,42,0,False
Female,42,22,0,13,3,410,73,53,32,7,13,0,False
Female,95,22,0,4000,1,200,71,38,22,5,10,0,False
Female,83,17,0,4000,0,150,70,42,49,5,10,0,False
Female,43,24,0,19,2,485,70,57,49,7,13,0,False
Female,47,18,0,13,4,480,65,68,39,7,12,0,False
Female,82,17,1,2000,1,515,67,52,27,6,38,0,False
